GID,Pos,Name,Team,Opponent,Home/Away,Salary,Salary Change,Points,GP,Pts/Game,Pts/G/$,Pts/G(alt),Bye week,YTD Salary H/L
5409,WR,"Nelson, J.J.",ari,sfo,H,5600,300,41.3,3,13.77,2.46,0,8,H
3997,WR,"Thomas, Demaryius",den,oak,H,6300,400,40.6,3,13.53,2.15,15.8,5,H
5153,WR,"Jeffery, Alshon",phi,lac,A,6200,300,40.6,3,13.53,2.18,9.6,10,H
5263,WR,"Adams, Davante",gb,chi,H,5900,300,40.6,3,13.53,2.29,9,8,H
5182,WR,"Matthews, Rishard",ten,hou,A,4900,700,40.1,3,13.37,2.73,20.7,8,H
1496,QB,"Brissett, Jacoby",ind,sea,A,5000,200,39.64,3,13.21,2.64,27.76,11,H
7014,D,Jacksonville,jac,nyj,A,3600,200,39,3,13,3.61,12,8,H
2894,RB,"Gillislee, Mike",ne,car,H,5400,-300,38.5,3,12.83,2.38,3.1,9,L
5341,WR,"Hurns, Allen",jac,nyj,A,4700,100,38.4,3,12.8,2.72,11,8,H
1336,QB,"Hoyer, Brian",sfo,ari,A,4800,0,38.36,3,12.79,2.66,30.18,11,
1435,QB,"Keenum, Case",min,det,H,5000,500,38.24,2,19.12,3.82,31.56,9,H
7003,D,Baltimore,bal,pit,H,3000,-900,38,3,12.67,4.22,-4,10,L
4360,TE,"Walker, Delanie",ten,hou,A,4900,500,37.9,3,12.63,2.58,7.1,8,H
4582,TE,"Kelce, Travis",kan,was,H,6000,0,37.8,3,12.6,2.1,1.1,10,
2997,RB,"Johnson, Duke",cle,cin,H,4500,300,37.4,3,12.47,2.77,22.4,9,H
1378,QB,"Newton, Cam",car,ne,A,5900,-700,37.24,3,12.41,2.1,11.28,11,L
5159,WR,"Sanu, Mohamed",atl,buf,H,4800,300,37,3,12.33,2.57,12.8,5,H
4543,TE,"Clay, Charles",buf,atl,A,3700,300,36.5,3,12.17,3.29,15.9,6,H
5323,WR,"Beckham Jr., Odell",nyg,tam,A,8900,300,36.5,2,18.25,2.05,28.9,8,H
1420,QB,"Glennon, Mike",chi,gb,A,4500,-200,36,3,12,2.67,7.44,9,L
5253,WR,"Evans, Mike",tam,nyg,H,7400,-100,36,2,18,2.43,13.7,1,L
5370,RB,"Allen, Javorius",bal,pit,H,4700,-300,36,3,12,2.55,7.8,10,L
5173,WR,"Benjamin, Travis",lac,phi,H,3900,400,34.8,3,11.6,2.97,19.4,9,H
3891,WR,"Bryant, Dez",dal,lar,H,6500,-300,34.4,3,11.47,1.76,9.2,6,L
2793,RB,"Ingram, Mark",no,mia,A,4600,100,34.3,3,11.43,2.49,10.6,5,H
2994,RB,"Coleman, Tevin",atl,buf,H,5000,-300,34.2,3,11.4,2.28,11.9,5,L
5380,WR,"Parker, DeVante",mia,no,H,6700,400,34.1,2,17.05,2.54,21.6,1,H
7025,D,Los Angeles,lar,dal,A,2800,-700,34,3,11.33,4.05,4,8,L
1465,QB,"Winston, Jameis",tam,nyg,H,5900,-100,33.98,2,16.99,2.88,21.52,1,L
2831,RB,"Murray, DeMarco",ten,hou,A,6000,500,33.8,3,11.27,1.88,22,8,H
7031,D,Washington,was,kan,A,2500,100,33,3,11,4.4,14,5,H
4701,TE,"Engram, Evan",nyg,tam,A,3000,-200,32.8,3,10.93,3.64,9.5,8,L
4653,TE,"James, Jesse",pit,bal,A,3000,-300,32.7,3,10.9,3.63,3.9,9,L
5378,WR,"Agholor, Nelson",phi,lac,A,3900,-300,32.5,3,10.83,2.78,4,10,L
7024,D,Pittsburgh,pit,bal,A,3500,100,32,3,10.67,3.05,6,9,H
4552,TE,"Fleener, Coby",no,mia,A,3400,-700,31.8,3,10.6,3.12,3.1,5,L
4437,TE,"Cook, Jared",oak,den,A,3400,300,31.4,3,10.47,3.08,14.3,10,H
2954,RB,"White, James",ne,car,H,5000,-400,31.2,3,10.4,2.08,3.8,9,L
5335,WR,"Landry, Jarvis",mia,no,H,6500,-300,30.9,2,15.45,2.38,10.8,1,L
5260,WR,"Richardson, Paul",sea,ind,H,4600,500,30.8,3,10.27,2.23,11,6,H
2859,RB,"Miller, Lamar",hou,ten,H,4500,-500,30.6,3,10.2,2.27,7.3,7,L
5125,WR,"Cobb, Randall",gb,chi,H,6000,0,30.5,2,15.25,2.54,0,8,
5565,RB,"Carson, Chris",sea,ind,H,5400,500,30.1,3,10.03,1.86,13.2,6,H
7023,D,Philadelphia,phi,lac,A,3300,300,30,3,10,3.03,4,10,H
5217,WR,"Woods, Robert",lar,dal,A,3900,600,29.9,3,9.97,2.56,19.8,8,H
5326,WR,"Coleman, Brandon",no,mia,A,3500,-400,29.6,3,9.87,2.82,8.1,5,L
5361,WR,"Gabriel, Taylor",atl,buf,H,4100,100,29.6,3,9.87,2.41,18.9,5,H
2467,RB,"Gore, Frank",ind,sea,A,4000,-200,29.5,3,9.83,2.46,12.7,11,L
5502,WR,"Anderson, Robby",nyj,jac,H,3800,400,29.5,3,9.83,2.59,18.5,11,H
5562,RB,"Kamara, Alvin",no,mia,A,3900,-100,29.4,3,9.8,2.51,13.2,5,L
5554,WR,"Golladay, Kenny",det,min,A,4100,-500,29.2,3,9.73,2.37,4.5,7,L
3670,WR,"Ginn Jr., Ted",no,mia,A,3900,-200,29.1,3,9.7,2.49,13.9,5,L
2907,RB,"Riddick, Theo",det,min,A,4500,-600,29.1,3,9.7,2.16,7.8,7,L
1344,QB,"Bradford, Sam",min,det,H,5700,0,28.54,1,28.54,5.01,0,9,
3830,WR,"Maclin, Jeremy",bal,pit,H,4500,-700,28.5,3,9.5,2.11,1.8,10,L
5353,WR,"Fowler, Bennie",den,oak,H,3300,300,28.4,3,9.47,2.87,9.5,5,H
4677,TE,"Hooper, Austin",atl,buf,H,3300,-500,28.4,3,9.47,2.87,1.9,5,L
4324,TE,"Lewis, Marcedes",jac,nyj,A,2800,300,28.2,3,9.4,3.36,28.2,8,H
2929,RB,"West, Terrance",bal,pit,H,4100,-800,28.1,3,9.37,2.28,1.6,10,L
1403,QB,"Dalton, Andy",cin,cle,A,5800,700,27.74,3,9.25,1.59,16.28,6,H
5552,WR,"Kupp, Cooper",lar,dal,A,4300,-400,27.6,3,9.2,2.14,3.7,8,L
4292,TE,"Watson, Ben",bal,pit,H,3600,-100,27.3,3,9.1,2.53,10.2,10,L
2612,RB,"Stewart, Jonathan",car,ne,A,4300,-400,27.3,3,9.1,2.12,7.1,11,L
2995,RB,"Abdullah, Ameer",det,min,A,4200,-500,27.3,3,9.1,2.17,11.6,7,L
5367,WR,"Bryant, Martavis",pit,bal,A,5400,-300,27.2,3,9.07,1.68,5,9,L
7004,D,Buffalo,buf,atl,A,2300,-300,27,3,9,3.91,8,6,L
2830,RB,"Vereen, Shane",nyg,tam,A,3600,-400,26.9,3,8.97,2.49,4.3,8,L
3851,WR,"Amendola, Danny",ne,car,H,4900,-500,26.8,2,13.4,2.73,7.8,9,L
5168,WR,"Jones, Marvin",det,min,A,4000,-200,26.8,3,8.93,2.23,5.4,7,L
5511,WR,"Allison, Geronimo",gb,chi,H,4100,1100,26.6,2,13.3,3.24,21.2,8,H
5216,WR,"Williams, Terrance",dal,lar,H,3600,0,26.2,3,8.73,2.43,7.7,6,
5376,WR,"Cooper, Amari",oak,den,A,6000,-1100,26.1,3,8.7,1.45,1.6,10,L
7015,D,Kansas City,kan,was,H,3100,200,26,3,8.67,2.8,12,10,H
1263,QB,"Cutler, Jay",mia,no,H,5800,-300,25.8,2,12.9,2.22,12.7,1,L
2552,RB,"Lynch, Marshawn",oak,den,A,5000,-1000,25.7,3,8.57,1.71,3.6,10,L
2721,RB,"Blount, LeGarrette",phi,lac,A,3900,0,25.4,3,8.47,2.17,12.7,10,
2889,RB,"Bernard, Giovani",cin,cle,A,4300,500,25.4,3,8.47,1.97,11.9,6,H
3770,WR,"Jackson, DeSean",tam,nyg,H,5200,600,25.3,2,12.65,2.43,18.4,1,H
5256,WR,"Lee, Marqise",jac,nyj,A,4500,100,25.1,3,8.37,1.86,10.5,8,H
5445,RB,"Henry, Derrick",ten,hou,A,5300,0,25.1,3,8.37,1.58,7.4,8,
7005,D,Carolina,car,ne,A,2300,-300,25,3,8.33,3.62,0,11,L
7007,D,Cincinnati,cin,cle,A,3500,1000,25,3,8.33,2.38,14,6,H
4702,TE,"Njoku, David",cle,cin,H,2900,100,24.9,3,8.3,2.86,9.2,9,H
4594,TE,"Doyle, Jack",ind,sea,A,3400,-200,24.6,3,8.2,2.41,2.6,11,L
5381,WR,"Funchess, Devin",car,ne,A,5300,1100,24.6,3,8.2,1.55,9.8,11,H
5490,RB,"Richard, Jalen",oak,den,A,3900,-200,24.5,3,8.17,2.09,1.8,10,L
2580,WR,"Grant, Ryan",was,kan,A,3300,-200,24.3,3,8.1,2.45,6.1,5,L
2892,RB,"Ellington, Andre",ari,sfo,H,3800,0,23.9,3,7.97,2.1,13.1,8,
5219,WR,"Butler, Brice",dal,lar,H,3000,0,23.8,3,7.93,2.64,17,6,
5339,WR,"Wilson, Albert",kan,was,H,3300,200,23.7,3,7.9,2.39,10.4,10,H
5535,RB,"Mixon, Joe",cin,cle,A,5700,1200,23.6,3,7.87,1.38,13.1,6,H
5432,WR,"Williams, Tyrell",lac,phi,H,4400,-200,23.3,3,7.77,1.77,3.5,9,L
5254,WR,"Matthews, Jordan",buf,atl,A,3900,400,23.2,3,7.73,1.98,9.1,6,H
1302,QB,"Flacco, Joe",bal,pit,H,4900,-400,22.54,3,7.51,1.53,-0.88,10,L
5410,WR,"Crowder, Jamison",was,kan,A,4900,0,22.3,3,7.43,1.52,10.2,5,
2613,RB,"Forte, Matt",nyj,jac,H,3900,-400,22.2,3,7.4,1.9,2.5,11,L
2998,RB,"Ajayi, Jay",mia,no,H,7400,-300,22.1,2,11.05,1.49,4.5,1,L
5229,WR,"Brown, Jaron",ari,sfo,H,4000,300,22,2,11,2.75,10.7,8,H
7010,D,Denver,den,oak,H,3300,-300,22,3,7.33,2.22,4,5,L
2629,RB,"Charles, Jamaal",den,oak,H,4200,0,21.9,3,7.3,1.74,12.7,5,
2969,RB,"Crowell, Isaiah",cle,cin,H,4800,0,21.7,3,7.23,1.51,7.4,9,
1407,WR,"Pryor, Terrelle",was,kan,A,5400,-500,21.6,3,7.2,1.33,3.9,5,L
5113,WR,"Smith, Torrey",phi,lac,A,3700,100,21.5,3,7.17,1.94,6.9,10,H
4537,TE,"Rudolph, Kyle",min,det,H,4100,-100,21.5,3,7.17,1.75,1.4,9,L
4407,TE,"Bennett, Martellus",gb,chi,H,3700,-300,21.2,3,7.07,1.91,4.2,8,L
4690,TE,"DeValve, Seth",cle,cin,H,2600,0,21.2,3,7.07,2.72,4.9,9,
4601,TE,"Ebron, Eric",det,min,A,3100,-200,21,3,7,2.26,2.9,7,L
7002,D,Atlanta,atl,buf,H,3200,700,21,3,7,2.19,3,5,H
7009,D,Dallas,dal,lar,H,2500,-300,21,3,7,2.8,7,6,L
4461,TE,"Miller, Zach",chi,gb,A,2800,-200,20.8,3,6.93,2.48,2.7,9,L
5212,WR,"Stills, Kenny",mia,no,H,4300,-100,20.8,2,10.4,2.42,9.1,1,L
4706,TE,"Smith, Jonnu",ten,hou,A,2600,0,20.4,3,6.8,2.62,9.4,8,
2741,RB,"Ivory, Chris",jac,nyj,A,3800,0,20.3,3,6.77,1.78,6.2,8,
5162,WR,"Wright, Kendall",chi,gb,A,3800,-500,20.3,2,10.15,2.67,0,9,L
5160,WR,"Thompson, Deonte",chi,gb,A,3100,-400,20.1,3,6.7,2.16,1.9,9,L
5257,WR,"Benjamin, Kelvin",car,ne,A,6000,-700,20,3,6.67,1.11,2.8,11,L
2819,RB,"Powell, Bilal",nyj,jac,H,4600,400,19.9,3,6.63,1.44,9.7,11,H
5475,WR,"Higgins, Rashard",cle,cin,H,4500,500,19.9,2,9.95,2.21,3,9,H
4578,TE,"Willson, Luke",sea,ind,H,2700,100,19.8,3,6.6,2.44,14.3,6,H
5177,WR,"Holmes, Andre",buf,atl,A,3000,0,19.5,3,6.5,2.17,8.6,6,
2484,RB,"Sproles, Darren",phi,lac,A,4000,100,19.4,3,6.47,1.62,1.1,10,H
4573,TE,"Reed, Jordan",was,kan,A,5400,0,19.4,2,9.7,1.8,0,5,
3627,WR,"Marshall, Brandon",nyg,tam,A,4600,-400,19.3,3,6.43,1.4,14.6,8,L
4542,TE,"Green, Virgil",den,oak,H,2700,0,19.3,3,6.43,2.38,4.8,5,
5386,WR,"Lockett, Tyler",sea,ind,H,4500,200,19.2,3,6.4,1.42,5,6,H
4323,TE,"Davis, Vernon",was,kan,A,3700,700,19.1,3,6.37,1.72,16.8,5,H
3902,WR,"Decker, Eric",ten,hou,A,4200,200,19.1,3,6.37,1.52,8.9,8,H
4492,TE,"Graham, Jimmy",sea,ind,H,4900,300,19.1,3,6.37,1.3,14.2,6,H
5205,WR,"Goodwin, Marquise",sfo,ari,A,3500,0,18.9,3,6.3,1.8,8.2,11,
2647,RB,"Tolbert, Mike",buf,atl,A,3800,0,18.2,3,6.07,1.6,4.1,6,
5452,WR,"Coleman, Corey",cle,cin,H,4800,0,18.2,2,9.1,1.9,0,9,
5449,RB,"Washington, DeAndre",oak,den,A,3800,-200,18.1,3,6.03,1.59,7.4,10,L
7001,D,Arizona,ari,sfo,H,3200,300,18,3,6,1.88,0,8,H
7029,D,Tampa Bay,tam,nyg,H,3400,200,18,2,9,2.65,-1,1,H
7032,D,Houston,hou,ten,H,3000,700,18,3,6,2,9,7,H
3824,WR,"Britt, Kenny",cle,cin,H,4300,200,17.9,3,5.97,1.39,14.4,9,H
4270,TE,"Gates, Antonio",lac,phi,H,2900,-100,17.8,3,5.93,2.05,5,9,L
4648,TE,"Brate, Cameron",tam,nyg,H,3800,800,17.7,2,8.85,2.33,13.3,1,H
4705,TE,"Everett, Gerald",lar,dal,A,2500,0,17.4,2,8.7,3.48,0,8,
5208,WR,"Patterson, Cordarrelle",oak,den,A,3000,0,17.2,3,5.73,1.91,2.2,10,
4592,TE,"Griffin, Ryan",hou,ten,H,3500,500,17.1,2,8.55,2.44,17.1,7,H
4538,TE,"Kendricks, Lance",gb,chi,H,2500,0,17,2,8.5,3.4,13.2,8,
7012,D,Green Bay,gb,chi,H,3600,200,17,3,5.67,1.57,6,8,H
2890,RB,"Burkhead, Rex",ne,car,H,4000,0,16.7,2,8.35,2.09,0,9,
5448,RB,"Prosise, C.J.",sea,ind,H,4000,300,16.7,3,5.57,1.39,10.4,6,H
5412,WR,"Humphries, Adam",tam,nyg,H,3300,200,16.6,2,8.3,2.52,12.8,1,H
5571,WR,"Taylor, Trent",sfo,ari,A,3300,300,16.6,3,5.53,1.68,12.2,11,H
5553,WR,"Smith-Schuster, JuJu",pit,bal,A,3000,0,16.5,3,5.5,1.83,5.9,9,
5344,WR,"Moncrief, Donte",ind,sea,A,3500,-300,16.2,3,5.4,1.54,6.4,11,L
7006,D,Chicago,chi,gb,A,2100,-100,16,3,5.33,2.54,10,9,L
7022,D,Oakland,oak,den,A,2300,-200,16,3,5.33,2.32,5,10,L
7026,D,San Diego,lac,phi,H,2500,-300,16,3,5.33,2.13,5,9,L
5265,WR,"Ellington, Bruce",hou,ten,H,3700,400,15.8,2,7.9,2.14,15.8,7,H
5385,WR,"Conley, Chris",kan,was,H,3200,0,15.8,3,5.27,1.65,0,10,
5539,RB,"Foreman, D'Onta",hou,ten,H,4000,0,15.4,3,5.13,1.28,11,7,
5496,WR,"Lewis, Tommylee",no,mia,A,3000,-100,15.1,3,5.03,1.68,5.3,5,L
4675,TE,"Henry, Hunter",lac,phi,H,3500,-400,15,1,15,4.29,0,9,L
7013,D,Indianapolis,ind,sea,A,2400,-800,15,3,5,2.08,6,11,L
5163,WR,"Beasley, Cole",dal,lar,H,4500,-200,14.9,3,4.97,1.1,1.4,6,L
5223,WR,"Shepard, Russell",car,ne,A,4000,500,14.9,3,4.97,1.24,0,11,H
5191,WR,"Bellamy, Josh",chi,gb,A,3100,-200,14.8,2,7.4,2.39,0,9,L
2935,RB,"McKinnon, Jerick",min,det,H,4000,0,14.6,3,4.87,1.22,2.4,9,
5508,WR,"Lewis, Roger",nyg,tam,A,3200,-100,14.3,3,4.77,1.49,1.6,8,L
5550,WR,"Davis, Corey",ten,hou,A,4000,100,14.3,2,7.15,1.79,0,8,H
4493,TE,"Gresham, Jermaine",ari,sfo,H,2800,100,14.2,2,7.1,2.54,9.7,8,H
2818,RB,"Rodgers, Jacquizz",tam,nyg,H,4400,-200,14.2,2,7.1,1.61,1.5,1,L
5395,RB,"Johnson, David",ari,sfo,H,6300,6300,14.1,1,14.1,2.24,0,8,H
7021,D,New York J,nyj,jac,H,2600,500,14,3,4.67,1.79,14,11,H
7028,D,Seattle,sea,ind,H,4100,600,14,3,4.67,1.14,-1,6,H
3946,WR,"LaFell, Brandon",cin,cle,A,3800,100,13.9,3,4.63,1.22,1.5,6,H
5188,WR,"Wright, Jarius",min,det,H,3000,0,13.9,3,4.63,1.54,8.9,9,
5408,WR,"Roberts, Seth",oak,den,A,3300,-100,13.9,3,4.63,1.4,5,10,L
5472,RB,"Perkins, Paul",nyg,tam,A,3500,-300,13.7,3,4.57,1.3,5,8,L
5555,WR,"Taylor, Taywan",ten,hou,A,3400,-200,13.7,3,4.57,1.34,3.5,8,L
5111,WR,"Kerley, Jeremy",nyj,jac,H,3700,100,13.6,2,6.8,1.84,9.2,11,H
5548,RB,"Mack, Marlon",ind,sea,A,3800,0,13.3,2,6.65,1.75,0,11,
5538,RB,"Perine, Samaje",was,kan,A,4100,-400,13.2,2,6.6,1.61,5.5,5,L
5470,RB,"Ervin, Tyler",hou,ten,H,3000,0,13,3,4.33,1.44,1.8,7,
7008,D,Cleveland,cle,cin,H,2400,-600,13,3,4.33,1.81,4,9,L
7017,D,Minnesota,min,det,H,3100,-200,13,3,4.33,1.4,9,9,L
2987,RB,"West, Charcandrick",kan,was,H,4000,0,12.8,2,6.4,1.6,3.3,10,
4703,TE,"Kittle, George",sfo,ari,A,2500,0,12.8,3,4.27,1.71,1.8,11,
5460,WR,"Doctson, Josh",was,kan,A,3600,100,12.2,2,6.1,1.69,12.2,5,H
5473,RB,"Smallwood, Wendell",phi,lac,A,4100,300,12,3,4,0.98,9,10,H
7019,D,New Orleans,no,mia,A,2600,600,12,3,4,1.54,14,5,H
7020,D,New York G,nyg,tam,A,2900,-200,12,3,4,1.38,5,8,L
7030,D,Tennessee,ten,hou,A,3300,600,12,3,4,1.21,1,8,H
5481,WR,"Louis, Ricardo",cle,cin,H,3200,200,11.9,3,3.97,1.24,2,9,H
5567,RB,"Breida, Matt",sfo,ari,A,3800,0,11.8,3,3.93,1.04,5.9,11,
5405,RB,"Grant, Corey",jac,nyj,A,3700,700,11.6,2,5.8,1.57,10.3,8,H
2982,RB,"Oliver, Branden",lac,phi,H,4400,400,11.5,3,3.83,0.87,7.4,9,H
5450,RB,"Collins, Alex",bal,pit,H,3700,200,11.4,2,5.7,1.54,8.2,10,H
7027,D,San Francisco,sfo,ari,A,2200,-700,11,3,3.67,1.67,0,11,L
5493,RB,"Kelley, Rob",was,kan,A,4200,0,10.8,2,5.4,1.29,0,5,
2918,RB,"Williams, Kerwynn",ari,sfo,H,3900,-100,10.7,3,3.57,0.91,0.3,8,L
5384,WR,"Dorsett, Phillip",ne,car,H,4000,0,10.5,2,5.25,1.31,0,9,
5478,WR,"Rogers, Eli",pit,bal,A,3300,-300,10.4,3,3.47,1.05,-1,9,L
5480,WR,"Erickson, Alex",cin,cle,A,3100,0,10.4,3,3.47,1.12,0,6,
4534,TE,"Thomas, Julius",mia,no,H,2900,-100,10.2,2,5.1,1.76,4.6,1,L
2928,RB,"Hill, Jeremy",cin,cle,A,3700,0,10.2,3,3.4,0.92,3.9,6,
2553,RB,"Peterson, Adrian",no,mia,A,3600,-300,10.1,3,3.37,0.94,5.7,5,L
2976,RB,"Darkwa, Orleans",nyg,tam,A,3400,0,9.6,3,3.2,0.94,4.3,8,
4642,TE,"Harris, Demetrius",kan,was,H,2600,0,9.5,1,9.5,3.65,0,10,
5275,WR,"Aiken, Kamar",ind,sea,A,3100,-200,9.3,3,3.1,1,1.9,11,L
5453,WR,"Treadwell, Laquon",min,det,H,3200,-100,9.2,3,3.07,0.96,1.2,9,L
2816,RB,"Lewis, Dion",ne,car,H,3400,0,9.1,3,3.03,0.89,4.7,9,
7018,D,New England,ne,car,H,3400,-400,9,3,3,0.88,6,9,L
2910,RB,"Bohanon, Tommy",jac,nyj,A,3000,0,8.9,2,4.45,1.48,1.8,8,
4564,TE,"Celek, Garrett",sfo,ari,A,2500,0,8.7,2,4.35,1.74,7.1,11,
4568,TE,"Eifert, Tyler",cin,cle,A,3900,0,8.6,2,4.3,1.1,0,6,
4640,TE,"Fiedorowicz, C.J.",hou,ten,H,3000,3000,8.6,1,8.6,2.87,0,7,H
5556,WR,"Samuel, Curtis",car,ne,A,4000,800,8.3,2,4.15,1.04,5.6,11,H
